"stop_id","stop_code","stop_name","stop_lat","stop_lon","stop_url","wheelchair_boarding","preferred"
"101282","101282","Retie Werbeek","51.257677","5.099772","https://www.delijn.be/nl/haltes/101282","0","2"
"101283","101283","Retie Werbeek","51.257570","5.099689","https://www.delijn.be/nl/haltes/101283","0","2"
"101284","101284","Turnhout Oprit brug E34","51.303022","4.950828","https://www.delijn.be/nl/haltes/101284","0","2"
"101285","101285","Berchem Station perron 12","51.201580","4.434320","https://www.delijn.be/nl/haltes/101285","0","1"
"101286","101286","Rumst Tuinwijk","51.080787","4.429148","https://www.delijn.be/nl/haltes/101286","0","2"
"101287","101287","Rumst Tuinwijk","51.080661","4.429403","https://www.delijn.be/nl/haltes/101287","0","2"
"101288","101288","Rumst Nieuwstraat","51.081058","4.416737","https://www.delijn.be/nl/haltes/101288","0","2"
"101289","101289","Rumst Nieuwstraat","51.080984","4.416627","https://www.delijn.be/nl/haltes/101289","0","2"
"101290","101290","Berchem Station perron 13","51.201580","4.434130","https://www.delijn.be/nl/haltes/101290","0","1"
"101292","101292","Stabroek P+R Stabroek","51.327400","4.354270","https://www.delijn.be/nl/haltes/101292","1","1"
"101293","101293","Stabroek P+R Stabroek","51.327230","4.354130","https://www.delijn.be/nl/haltes/101293","1","1"
"101296","101296","Brasschaat P+R Sint-Job","51.310080","4.554010","https://www.delijn.be/nl/haltes/101296","1","1"
"101297","101297","Brasschaat P+R Sint-Job","51.310150","4.555520","https://www.delijn.be/nl/haltes/101297","0","1"
"101298","101298","Brasschaat P+R Sint-Job","51.310270","4.555670","https://www.delijn.be/nl/haltes/101298","1","1"
"101299","101299","Lille P+R Lille","51.254760","4.808270","https://www.delijn.be/nl/haltes/101299","0","2"
"101300","101300","Lier Plaslaar","51.144093","4.544995","https://www.delijn.be/nl/haltes/101300","0","2"
"101301","101301","Berchem Station perron 31","51.200470","4.433540","https://www.delijn.be/nl/haltes/101301","1","1"
"101302","101302","Lille P+R Lille","51.255340","4.807180","https://www.delijn.be/nl/haltes/101302","1","2"
"101305","101305","Berchem Berchemboslaan","51.182220","4.436770","https://www.delijn.be/nl/haltes/101305","0","2"
"101310","101310","Berchem Berchemboslaan","51.181740","4.436730","https://www.delijn.be/nl/haltes/101310","0","2"
"101311","101311","Wijnegem Dorp (Acacialaan)","51.225670","4.521170","https://www.delijn.be/nl/haltes/101311","0","1"
"101312","101312","Wijnegem Wommelgemsteenweg","51.222500","4.524010","https://www.delijn.be/nl/haltes/101312","0","2"
"101313","101313","Wijnegem Wommelgemsteenweg","51.222400","4.523930","https://www.delijn.be/nl/haltes/101313","0","2"
"101315","101315","Borgerhout Berchemlei","51.205820","4.450460","https://www.delijn.be/nl/haltes/101315","0","2"
"101320","101320","Borgerhout Berchemlei","51.206320","4.449680","https://www.delijn.be/nl/haltes/101320","0","2"
"101331","101331","Weelde Turnhoutseweg","51.394560","4.998470","https://www.delijn.be/nl/haltes/101331","1","2"
"101332","101332","Weelde Turnhoutseweg","51.394270","4.998120","https://www.delijn.be/nl/haltes/101332","0","2"
"101341","101341","Beerzel Beerzelstraat","51.050970","4.681050","https://www.delijn.be/nl/haltes/101341","0","2"
"101344","101344","Bonheiden Gestelhoflei","51.038850","4.534060","https://www.delijn.be/nl/haltes/101344","0","2"
"101345","101345","Hoboken Berkenrodelei","51.180150","4.349340","https://www.delijn.be/nl/haltes/101345","0","2"
